"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,0.7,0.21,28.79,2001-01-01
"2",2,0.71,0.21,28.83,2001-01-02
"3",3,0.71,0.21,28.9,2001-01-03
"4",4,0.72,0.2,28.94,2001-01-04
"5",5,0.72,0.2,29.39,2001-01-05
"6",6,0.72,0.2,29.77,2001-01-06
"7",7,0.73,0.2,29.86,2001-01-07
"8",8,0.73,0.19,29.67,2001-01-08
"9",9,0.73,0.19,29.21,2001-01-09
"10",10,0.73,0.19,29.48,2001-01-10
"11",11,0.73,0.19,29.81,2001-01-11
"12",12,0.73,0.19,30.58,2001-01-12
"13",13,0.74,0.19,30.61,2001-01-13
"14",14,0.73,0.19,30.38,2001-01-14
"15",15,0.74,0.19,30.26,2001-01-15
"16",16,0.73,0.19,29.87,2001-01-16
"17",17,0.74,0.2,29.51,2001-01-17
"18",18,0.74,0.2,29.32,2001-01-18
"19",19,0.74,0.2,29.54,2001-01-19
"20",20,0.74,0.2,29.89,2001-01-20
"21",21,0.74,0.2,30.11,2001-01-21
"22",22,0.74,0.2,30.24,2001-01-22
"23",23,0.74,0.2,30.59,2001-01-23
"24",24,0.74,0.2,30.19,2001-01-24
"25",25,0.75,0.2,30.03,2001-01-25
"26",26,0.75,0.19,30.35,2001-01-26
"27",27,0.75,0.2,30.07,2001-01-27
"28",28,0.75,0.19,30.03,2001-01-28
"29",29,0.76,0.19,30.22,2001-01-29
"30",30,0.76,0.19,30.37,2001-01-30
"31",31,0.76,0.19,30.04,2001-01-31
"32",32,0.76,0.19,29.91,2001-02-01
"33",33,0.77,0.2,29.36,2001-02-02
"34",34,0.77,0.2,29.49,2001-02-03
"35",35,0.77,0.2,29.59,2001-02-04
"36",36,0.78,0.2,29.64,2001-02-05
"37",37,0.78,0.2,29.56,2001-02-06
"38",38,0.78,0.2,29.58,2001-02-07
"39",39,0.79,0.2,29.86,2001-02-08
"40",40,0.79,0.2,30.06,2001-02-09
"41",41,0.8,0.2,30.06,2001-02-10
"42",42,0.8,0.2,30.03,2001-02-11
"43",43,0.8,0.2,29.81,2001-02-12
"44",44,0.8,0.2,29.41,2001-02-13
"45",45,0.81,0.21,28.99,2001-02-14
"46",46,0.81,0.21,28.94,2001-02-15
"47",47,0.81,0.21,28.46,2001-02-16
"48",48,0.81,0.21,28.38,2001-02-17
"49",49,0.81,0.21,28.46,2001-02-18
"50",50,0.81,0.21,28.62,2001-02-19
"51",51,0.81,0.21,28.19,2001-02-20
"52",52,0.81,0.22,27.93,2001-02-21
"53",53,0.82,0.21,28.2,2001-02-22
"54",54,0.82,0.21,28.17,2001-02-23
"55",55,0.81,0.21,28.29,2001-02-24
"56",56,0.81,0.21,28.22,2001-02-25
"57",57,0.81,0.21,27.87,2001-02-26
"58",58,0.81,0.21,27.99,2001-02-27
"59",59,0.8,0.22,27.59,2001-02-28
"60",60,0.94,0.22,26.94,2001-03-01
"61",61,0.8,0.22,26.41,2001-03-02
"62",62,0.79,0.22,26.74,2001-03-03
"63",63,0.78,0.22,26.84,2001-03-04
"64",64,0.78,0.22,26.27,2001-03-05
"65",65,0.77,0.22,26.17,2001-03-06
"66",66,0.76,0.22,26.03,2001-03-07
"67",67,0.75,0.22,26.29,2001-03-08
"68",68,0.74,0.22,26.22,2001-03-09
"69",69,0.73,0.21,26.31,2001-03-10
"70",70,0.71,0.21,26.62,2001-03-11
"71",71,0.7,0.21,26.91,2001-03-12
"72",72,0.69,0.21,26.77,2001-03-13
"73",73,0.67,0.21,26.86,2001-03-14
"74",74,0.66,0.2,26.9,2001-03-15
"75",75,0.64,0.2,26.71,2001-03-16
"76",76,0.63,0.2,26.07,2001-03-17
"77",77,0.61,0.2,25.83,2001-03-18
"78",78,0.6,0.2,25.87,2001-03-19
"79",79,0.59,0.2,25.81,2001-03-20
"80",80,0.57,0.2,25.56,2001-03-21
"81",81,0.56,0.2,25.22,2001-03-22
"82",82,0.54,0.2,25.07,2001-03-23
"83",83,0.53,0.2,24.62,2001-03-24
"84",84,0.52,0.2,24.41,2001-03-25
"85",85,0.5,0.21,24.08,2001-03-26
"86",86,0.49,0.21,24.14,2001-03-27
"87",87,0.48,0.21,23.91,2001-03-28
"88",88,0.47,0.21,23.74,2001-03-29
"89",89,0.46,0.21,23.44,2001-03-30
"90",90,0.44,0.2,23.17,2001-03-31
"91",91,0.44,0.2,23.16,2001-04-01
"92",92,0.42,0.2,23.38,2001-04-02
"93",93,0.41,0.2,23.58,2001-04-03
"94",94,0.4,0.2,23.25,2001-04-04
"95",95,0.4,0.2,23.09,2001-04-05
"96",96,0.39,0.2,22.73,2001-04-06
"97",97,0.38,0.2,22.73,2001-04-07
"98",98,0.37,0.2,22.72,2001-04-08
"99",99,0.37,0.2,22.78,2001-04-09
"100",100,0.36,0.2,22.66,2001-04-10
"101",101,0.35,0.2,22.34,2001-04-11
"102",102,0.35,0.2,22.23,2001-04-12
"103",103,0.34,0.2,22.09,2001-04-13
"104",104,0.34,0.2,22.19,2001-04-14
"105",105,0.33,0.2,22.09,2001-04-15
"106",106,0.33,0.2,21.84,2001-04-16
"107",107,0.33,0.2,21.93,2001-04-17
"108",108,0.32,0.2,21.87,2001-04-18
"109",109,0.32,0.2,21.46,2001-04-19
"110",110,0.32,0.2,20.94,2001-04-20
"111",111,0.32,0.2,20.66,2001-04-21
"112",112,0.31,0.2,20.57,2001-04-22
"113",113,0.31,0.2,20.51,2001-04-23
"114",114,0.31,0.2,20.52,2001-04-24
"115",115,0.31,0.2,20.15,2001-04-25
"116",116,0.31,0.2,19.59,2001-04-26
"117",117,0.31,0.2,19.18,2001-04-27
"118",118,0.31,0.2,19.3,2001-04-28
"119",119,0.31,0.2,19.36,2001-04-29
